Timestamps, Solar.Rad.W.m2,Precipitation.mm,wind.m.s,air.temp.c
2022-08-11 13:45:00,883.8,0,2.21,24.9
2022-08-11 14:00:00,633.3,0,2.19,24.8
2022-08-11 14:15:00,792.7,0,2.03,25.3
2022-08-11 14:30:00,505.7,0,1.67,24.6
2022-08-11 14:45:00,451.6,0,1.52,24.2
2022-08-11 15:00:00,660.8,0,2,24.5
2022-08-11 15:15:00,736.9,0,1.83,24.5
2022-08-11 15:30:00,726.5,0,2.12,24.6
2022-08-11 15:45:00,700.1,0,1.86,24.5
2022-08-11 16:00:00,669.7,0,1.56,24.3
2022-08-11 16:15:00,637.8,0,1.47,24.2
2022-08-11 16:30:00,605.1,0,1.51,24.2
2022-08-11 16:45:00,567.7,0,2.08,24.3
2022-08-11 17:00:00,533.3,0,1.74,24.2
2022-08-11 17:15:00,492.7,0,1.86,24
2022-08-11 17:30:00,439.2,0,2.25,23.8
2022-08-11 17:45:00,358.7,0,1.89,23.7
2022-08-11 18:00:00,298.4,0,2.13,23.2
2022-08-11 18:15:00,248.6,0,1.74,23
2022-08-11 18:30:00,159.9,0,1.57,22.5
2022-08-11 18:45:00,180.1,0,1.68,22.6
2022-08-11 19:00:00,31.9,0,1.98,22
2022-08-11 19:15:00,19.7,0,1.42,21.4
2022-08-11 19:30:00,30.2,0,1.04,20.4
2022-08-11 19:45:00,35.1,0,0.91,19.5
2022-08-11 20:00:00,18.5,0,0.74,19.1
2022-08-11 20:15:00,5.5,0,1.31,18.4
2022-08-11 20:30:00,0.7,0,1,17.8
2022-08-11 20:45:00,0,0,1.28,17.5
2022-08-11 21:00:00,0,0,1.08,17.1
2022-08-11 21:15:00,0,0,1.22,16.6
2022-08-11 21:30:00,0,0,1.28,16.6
2022-08-11 21:45:00,0,0,0.47,16.4
2022-08-11 22:00:00,0,0,0.57,16.3
2022-08-11 22:15:00,0,0,0.49,16.1
2022-08-11 22:30:00,0,0,0.94,16.4
2022-08-11 22:45:00,0,0.034,1.13,17.3
2022-08-11 23:00:00,0,0.374,0.8,16.7
2022-08-11 23:15:00,0,0.017,1.01,16.2
2022-08-11 23:30:00,0,0,0.56,16.4
2022-08-11 23:45:00,0,0.017,0.81,16.3
2022-08-12 00:00:00,0,0,0.94,15.4
2022-08-12 00:15:00,0,0,1.01,15.7
2022-08-12 00:30:00,0,0,1.04,16
2022-08-12 00:45:00,0,0,0.89,16
2022-08-12 01:00:00,0,0,1.21,16.1
2022-08-12 01:15:00,0,0,0.97,15.9
2022-08-12 01:30:00,0,0,0.51,15.6
2022-08-12 01:45:00,0,0,1.05,15.6
2022-08-12 02:00:00,0,0,1.03,15.6
2022-08-12 02:15:00,0,0,1.27,15.3
2022-08-12 02:30:00,0,0,1.28,15.3
2022-08-12 02:45:00,0,0,1.19,15.4
2022-08-12 03:00:00,0,0,1.01,15.2
2022-08-12 03:15:00,0,0,1.17,15
2022-08-12 03:30:00,0,0,1.16,14.3
2022-08-12 03:45:00,0,0,1.37,14.2
2022-08-12 04:00:00,0,0,1.25,13.8
2022-08-12 04:15:00,0,0,1.26,13.4
2022-08-12 04:30:00,0,0,1.14,13.1
2022-08-12 04:45:00,0,0,1.2,12.9
2022-08-12 05:00:00,0,0,1.28,12.7
2022-08-12 05:15:00,0,0,1.21,12.5
2022-08-12 05:30:00,0,0,1.23,12.4
2022-08-12 05:45:00,0,0,1.21,12
2022-08-12 06:00:00,0.7,0,1.26,12
2022-08-12 06:15:00,4.9,0,1.23,11.7
2022-08-12 06:30:00,12,0,1.03,11.6
2022-08-12 06:45:00,26.3,0,1.01,12.2
2022-08-12 07:00:00,44.7,0,0.98,12.9
2022-08-12 07:15:00,61.3,0,0.74,13.5
2022-08-12 07:30:00,122.6,0,0.89,14
2022-08-12 07:45:00,193.8,0,0.84,14.8
2022-08-12 08:00:00,234.2,0,0.87,15.6
2022-08-12 08:15:00,274.5,0,1.17,15.7
2022-08-12 08:30:00,289.9,0,1.42,15.8
2022-08-12 08:45:00,333.3,0,1.28,16.1
2022-08-12 09:00:00,408.6,0,1.1,16.6
2022-08-12 09:15:00,454.3,0,1.32,16.8
2022-08-12 09:30:00,498.4,0,1.41,17
2022-08-12 09:45:00,535.3,0,1.32,17.2
2022-08-12 10:00:00,513.4,0,1.22,17.8
2022-08-12 10:15:00,577.5,0,1.54,17.8
2022-08-12 10:30:00,651.8,0,0.95,18.5
2022-08-12 10:45:00,685.9,0,1.34,18.7
2022-08-12 11:00:00,663.6,0,1.26,19
2022-08-12 11:15:00,730.9,0,1.5,19.1
2022-08-12 11:30:00,769.5,0,1.23,19.5
2022-08-12 11:45:00,803.8,0,1.5,19.5
2022-08-12 12:00:00,688.9,0,1.61,19.5
2022-08-12 12:15:00,831.5,0,1.73,20
2022-08-12 12:30:00,799.7,0,1.39,20.6
2022-08-12 12:45:00,756.5,0,1.36,20.9
2022-08-12 13:00:00,762.3,0,2.19,20.7
2022-08-12 13:15:00,845.3,0,1.87,21.3
2022-08-12 13:30:00,641.5,0,2.4,20.9
2022-08-12 13:45:00,689,0,1.83,21.3
2022-08-12 14:00:00,771.5,0,1.75,21.4
2022-08-12 14:15:00,742.2,0,1.79,21.8
2022-08-12 14:30:00,645.5,0,1.74,21.7
2022-08-12 14:45:00,616.2,0,1.53,21.5
2022-08-12 15:00:00,770.3,0,1.93,21.7
2022-08-12 15:15:00,576.1,0,1.82,21.8
2022-08-12 15:30:00,659.1,0,1.89,21.7
2022-08-12 15:45:00,667.5,0,1.86,21.8
2022-08-12 16:00:00,700.5,0,2.12,21.7
2022-08-12 16:15:00,597.6,0,2.01,21.6
2022-08-12 16:30:00,454.5,0,1.62,21.2
2022-08-12 16:45:00,520.6,0,1.91,21.3
2022-08-12 17:00:00,329,0,1.59,20.8
2022-08-12 17:15:00,371.5,0,1.47,20.9
2022-08-12 17:30:00,241.5,0,1.12,20.7
2022-08-12 17:45:00,165.5,0,1.21,20.1
2022-08-12 18:00:00,189.7,0,1.42,20
2022-08-12 18:15:00,180.1,0,1.31,20
2022-08-12 18:30:00,80.1,0,1.07,19.8
2022-08-12 18:45:00,76.1,0,0.82,19.5
2022-08-12 19:00:00,80.1,0,0.76,19.4
2022-08-12 19:15:00,66.9,0,0.86,19.4
2022-08-12 19:30:00,35.3,0,0.99,19.4
2022-08-12 19:45:00,21.9,0,0.73,19.2
2022-08-12 20:00:00,13.3,0,0.64,19.1
2022-08-12 20:15:00,4.7,0,0.67,18.2
2022-08-12 20:30:00,0.1,0,0.76,17.7
2022-08-12 20:45:00,0,0,0.58,17.3
2022-08-12 21:00:00,0,0,0.61,16.9
2022-08-12 21:15:00,0,0,0.57,16.9
2022-08-12 21:30:00,0,0,0.79,17
2022-08-12 21:45:00,0,0,0.66,17.3
2022-08-12 22:00:00,0,0,0.54,17.3
2022-08-12 22:15:00,0,0,0.43,16.7
2022-08-12 22:30:00,0,0,0.6,15.7
2022-08-12 22:45:00,0,0,0.76,14.9
2022-08-12 23:00:00,0,0,0.73,14.1
2022-08-12 23:15:00,0,0,0.93,14
2022-08-12 23:30:00,0,0,0.92,13.7
2022-08-12 23:45:00,0,0,0.98,13.3
2022-08-13 00:00:00,0,0,1,12.8
2022-08-13 00:15:00,0,0,0.96,12.3
2022-08-13 00:30:00,0,0,0.83,12.1
2022-08-13 00:45:00,0,0,0.86,12
2022-08-13 01:00:00,0,0,0.86,11.5
2022-08-13 01:15:00,0,0,0.84,11.2
2022-08-13 01:30:00,0,0,1.07,11.4
2022-08-13 01:45:00,0,0,0.93,11.6
2022-08-13 02:00:00,0,0,0.74,11.2
2022-08-13 02:15:00,0,0,0.9,10.7
2022-08-13 02:30:00,0,0,0.85,10.8
2022-08-13 02:45:00,0,0,0.67,10.5
2022-08-13 03:00:00,0,0,0.52,10.5
2022-08-13 03:15:00,0,0,0.57,10.5
2022-08-13 03:30:00,0,0,0.74,10.1
2022-08-13 03:45:00,0,0,0.79,9.9
2022-08-13 04:00:00,0,0,0.89,10
2022-08-13 04:15:00,0,0,0.85,9.7
2022-08-13 04:30:00,0,0,0.64,9.7
2022-08-13 04:45:00,0,0,0.64,9.3
2022-08-13 05:00:00,0,0,0.93,9.3
2022-08-13 05:15:00,0,0,0.75,9.4
2022-08-13 05:30:00,0,0,0.58,9.2
2022-08-13 05:45:00,0,0,0.55,9
2022-08-13 06:00:00,0.3,0,0.47,8.9
2022-08-13 06:15:00,4.1,0,0.61,8.8
2022-08-13 06:30:00,11,0,0.64,8.8
2022-08-13 06:45:00,22.3,0.017,0.71,9.5
2022-08-13 07:00:00,41.1,0,0.44,10.2
2022-08-13 07:15:00,55.3,0.017,0.32,10.8
2022-08-13 07:30:00,127.9,0,0.39,12
2022-08-13 07:45:00,212.7,0,0.67,13.2
2022-08-13 08:00:00,248.7,0,0.53,14.5
2022-08-13 08:15:00,281.9,0,0.64,15.3
2022-08-13 08:30:00,290.1,0,0.57,16
2022-08-13 08:45:00,334.6,0,0.73,16.4
2022-08-13 09:00:00,405.7,0,0.73,16.8
2022-08-13 09:15:00,450.1,0,0.78,17.6
2022-08-13 09:30:00,494.5,0,0.97,18.1
2022-08-13 09:45:00,527,0,1.08,18.3
2022-08-13 10:00:00,504.7,0,0.86,18.8
2022-08-13 10:15:00,579.1,0,1.04,19
2022-08-13 10:30:00,647,0,1.16,19.5
2022-08-13 10:45:00,678.8,0,1.05,20
2022-08-13 11:00:00,650.2,0,1.11,20
2022-08-13 11:15:00,744.2,0,1.05,20.4
2022-08-13 11:30:00,693.7,0,1.09,20.6
2022-08-13 11:45:00,813.1,0,1.07,21.1
2022-08-13 12:00:00,700.3,0,1.19,21.3
2022-08-13 12:15:00,811.7,0,1.23,21.3
2022-08-13 12:30:00,732.1,0,1.54,21.5
2022-08-13 12:45:00,790.4,0,1.11,21.6
2022-08-13 13:00:00,825,0,1.26,21.8
2022-08-13 13:15:00,743.3,0,1.11,21.7
2022-08-13 13:30:00,669.7,0,1.21,21.8
2022-08-13 13:45:00,835.2,0,0.91,22.4
2022-08-13 14:00:00,908.1,0,1.3,22.8
2022-08-13 14:15:00,801.9,0,1.33,22.9
2022-08-13 14:30:00,706.7,0,1.34,23.2
2022-08-13 14:45:00,677.2,0,1.07,22.9
2022-08-13 15:00:00,742.5,0,1.19,23
2022-08-13 15:15:00,623.8,0,1.05,22.8
2022-08-13 15:30:00,825.7,0,1.33,23.4
2022-08-13 15:45:00,788.6,0,1.24,23.5
2022-08-13 16:00:00,556.7,0,1.44,23.1
2022-08-13 16:15:00,605.5,0,1.2,23.1
2022-08-13 16:30:00,503.3,0,1.25,23.1
2022-08-13 16:45:00,551,0,1.02,23
2022-08-13 17:00:00,538.9,0,1.1,23.2
2022-08-13 17:15:00,245.6,0,0.8,23
2022-08-13 17:30:00,399.6,0,0.64,22.9
2022-08-13 17:45:00,383.1,0,0.74,23
2022-08-13 18:00:00,257.5,0,0.81,22.8
2022-08-13 18:15:00,315.8,0,0.61,22.8
2022-08-13 18:30:00,260.6,0,0.79,22.8
2022-08-13 18:45:00,213.2,0,0.6,22.6
2022-08-13 19:00:00,170.4,0,0.86,21.9
2022-08-13 19:15:00,88.2,0,0.83,21.3
2022-08-13 19:30:00,22.5,0,0.78,20.4
2022-08-13 19:45:00,14.9,0,0.92,19.3
2022-08-13 20:00:00,9.2,0,1.07,18.1
2022-08-13 20:15:00,3.2,0,1.13,17.5
2022-08-13 20:30:00,0.1,0,1.25,17
2022-08-13 20:45:00,0,0,1.1,16.3
2022-08-13 21:00:00,0,0,1.34,16.2
2022-08-13 21:15:00,0,0,1.27,15.7
2022-08-13 21:30:00,0,0,1.1,15.5
2022-08-13 21:45:00,0,0,0.78,14.5
2022-08-13 22:00:00,0,0,0.57,14.1
2022-08-13 22:15:00,0,0,0.73,14.2
2022-08-13 22:30:00,0,0,0.76,14.4
2022-08-13 22:45:00,0,0,0.87,14.2
2022-08-13 23:00:00,0,0,0.99,14.2
2022-08-13 23:15:00,0,0,1.05,13.8
2022-08-13 23:30:00,0,0,0.81,13.5
2022-08-13 23:45:00,0,0,0.61,13.2
2022-08-14 00:00:00,0,0,0.79,13
2022-08-14 00:15:00,0,0,0.82,12.9
2022-08-14 00:30:00,0,0,0.69,12.6
2022-08-14 00:45:00,0,0,1.18,12.5
2022-08-14 01:00:00,0,0,0.99,12.7
2022-08-14 01:15:00,0,0,0.96,12.6
2022-08-14 01:30:00,0,0,0.85,12.4
2022-08-14 01:45:00,0,0,0.56,12
2022-08-14 02:00:00,0,0,0.88,11.7
2022-08-14 02:15:00,0,0,0.65,11.2
2022-08-14 02:30:00,0,0,0.53,11.2
2022-08-14 02:45:00,0,0,0.4,11
2022-08-14 03:00:00,0,0,0.74,10.8
2022-08-14 03:15:00,0,0,0.57,10.5
2022-08-14 03:30:00,0,0,0.56,10.3
2022-08-14 03:45:00,0,0,0.8,10.2
2022-08-14 04:00:00,0,0,0.72,10.1
2022-08-14 04:15:00,0,0,0.58,9.9
2022-08-14 04:30:00,0,0,0.34,9.8
2022-08-14 04:45:00,0,0,0.82,9.8
2022-08-14 05:00:00,0,0,0.85,9.9
2022-08-14 05:15:00,0,0,0.53,9.8
2022-08-14 05:30:00,0,0,0.3,9.3
2022-08-14 05:45:00,0,0,0.21,9
2022-08-14 06:00:00,0.3,0,0.31,9
2022-08-14 06:15:00,4.3,0,0.32,8.9
2022-08-14 06:30:00,10.8,0,0.49,9.4
2022-08-14 06:45:00,21.8,0,0.58,10
2022-08-14 07:00:00,44.4,0,0.48,10.8
2022-08-14 07:15:00,54.6,0.017,0.32,11.6
2022-08-14 07:30:00,132.2,0,0.33,12.5
2022-08-14 07:45:00,209.9,0,0.44,13.6
2022-08-14 08:00:00,246.3,0,0.49,15
2022-08-14 08:15:00,277.1,0,1.05,16
2022-08-14 08:30:00,284.3,0,0.92,16.8
2022-08-14 08:45:00,336.6,0,0.95,17.3
2022-08-14 09:00:00,406,0,1.13,17.5
2022-08-14 09:15:00,448.9,0,1.14,18.2
2022-08-14 09:30:00,492.4,0,1.13,18.8
2022-08-14 09:45:00,520.6,0,1.1,19.4
2022-08-14 10:00:00,498.9,0,0.99,19.8
2022-08-14 10:15:00,580.9,0,1.11,20.4
2022-08-14 10:30:00,642.5,0,0.85,21
2022-08-14 10:45:00,672.8,0,1,21.6
2022-08-14 11:00:00,635.8,0,1,22
2022-08-14 11:15:00,718.7,0,1.04,22.3
2022-08-14 11:30:00,755.5,0,1.45,22.5
2022-08-14 11:45:00,766.7,0,1.33,22.6
2022-08-14 12:00:00,713.8,0,1.42,22.8
2022-08-14 12:15:00,791.6,0,1.18,23.1
2022-08-14 12:30:00,814.7,0,1.52,23.3
2022-08-14 12:45:00,738.7,0,1.33,23.5
2022-08-14 13:00:00,762.5,0,1.12,24.1
2022-08-14 13:15:00,835.1,0,0.87,23.9
2022-08-14 13:30:00,833.4,0,1.22,24
2022-08-14 13:45:00,807,0,1.56,24
2022-08-14 14:00:00,763.3,0,1.17,23.9
2022-08-14 14:15:00,698.9,0,1.34,24.4
2022-08-14 14:30:00,673.1,0,1.27,24.4
2022-08-14 14:45:00,714.1,0,1.4,24.4
2022-08-14 15:00:00,719.8,0,1.25,24.6
2022-08-14 15:15:00,720.7,0,1.01,24.8
2022-08-14 15:30:00,713,0,1.24,24.9
2022-08-14 15:45:00,686.3,0,1.09,24.8
2022-08-14 16:00:00,654.7,0,0.83,24.9
2022-08-14 16:15:00,619.3,0,1.08,25
2022-08-14 16:30:00,584.2,0,1.08,24.9
2022-08-14 16:45:00,547.2,0,0.74,25
2022-08-14 17:00:00,508,0,1.14,24.9
2022-08-14 17:15:00,465.6,0,1,24.8
2022-08-14 17:30:00,422.8,0,0.9,24.8
2022-08-14 17:45:00,379.4,0,1.03,24.6
2022-08-14 18:00:00,335.4,0,0.7,24.6
2022-08-14 18:15:00,290.4,0,0.68,24.5
2022-08-14 18:30:00,245.7,0,0.62,24.4
2022-08-14 18:45:00,202.3,0,0.51,24.2
2022-08-14 19:00:00,158.8,0,0.45,24.1
2022-08-14 19:15:00,77.3,0,0.34,23.7
2022-08-14 19:30:00,16.3,0,0.52,22.4
2022-08-14 19:45:00,10.4,0,0.84,20.7
2022-08-14 20:00:00,6.1,0,0.69,20.2
2022-08-14 20:15:00,2.1,0,0.67,19.1
2022-08-14 20:30:00,0,0,0.92,18.7
2022-08-14 20:45:00,0,0,0.95,18.2
2022-08-14 21:00:00,0,0,0.86,17.9
2022-08-14 21:15:00,0,0,1,17.4
2022-08-14 21:30:00,0,0,0.69,17.1
2022-08-14 21:45:00,0,0,0.85,16.8
2022-08-14 22:00:00,0,0,0.97,16.6
2022-08-14 22:15:00,0,0,1.17,16.1
2022-08-14 22:30:00,0,0,0.77,15.8
2022-08-14 22:45:00,0,0,0.97,16
2022-08-14 23:00:00,0,0,0.95,16
2022-08-14 23:15:00,0,0,1,16.1
2022-08-14 23:30:00,0,0,0.86,16
2022-08-14 23:45:00,0,0,0.66,15.8
2022-08-15 00:00:00,0,0,0.77,15.4
2022-08-15 00:15:00,0,0,0.82,15.4
2022-08-15 00:30:00,0,0,0.85,15.2
2022-08-15 00:45:00,0,0,0.62,15.1
2022-08-15 01:00:00,0,0,0.53,14.9
2022-08-15 01:15:00,0,0,0.33,15.3
2022-08-15 01:30:00,0,0,0.49,14.8
2022-08-15 01:45:00,0,0,0.63,14.4
2022-08-15 02:00:00,0,0,0.58,14.3
2022-08-15 02:15:00,0,0,0.6,14.2
2022-08-15 02:30:00,0,0,0.38,14.2
2022-08-15 02:45:00,0,0,0.43,14.2
2022-08-15 03:00:00,0,0,0.63,13.9
2022-08-15 03:15:00,0,0,0.49,14
2022-08-15 03:30:00,0,0,0.49,14.3
2022-08-15 03:45:00,0,0,0.38,14.4
2022-08-15 04:00:00,0,0,0.45,14.5
2022-08-15 04:15:00,0,0,0.47,14.3
2022-08-15 04:30:00,0,0,0.34,14.1
2022-08-15 04:45:00,0,0,0.26,13.8
2022-08-15 05:00:00,0,0,0.37,13.7
2022-08-15 05:15:00,0,0,0.46,13.7
2022-08-15 05:30:00,0,0,0.44,13.6
2022-08-15 05:45:00,0,0,0.35,13.4
2022-08-15 06:00:00,0.3,0,0.5,13.4
2022-08-15 06:15:00,4,0,0.48,13.3
2022-08-15 06:30:00,12.5,0,0.63,13.5
2022-08-15 06:45:00,30.5,0,0.37,13.5
2022-08-15 07:00:00,62.5,0,0.31,13.9
2022-08-15 07:15:00,101.3,0,0.49,15
2022-08-15 07:30:00,157.2,0,1.04,16.2
2022-08-15 07:45:00,235.3,0,1.3,17
2022-08-15 08:00:00,317.3,0,1.21,17.8
2022-08-15 08:15:00,382.3,0,1.31,18.5
2022-08-15 08:30:00,248.3,0,1.22,18.6
2022-08-15 08:45:00,222.3,0,1.02,18.6
2022-08-15 09:00:00,182.6,0,0.64,18.7
2022-08-15 09:15:00,316.1,0,0.68,19.3
2022-08-15 09:30:00,484.3,0,1.08,20.5
2022-08-15 09:45:00,502.4,0,1.55,21.3
2022-08-15 10:00:00,485.3,0,1.24,21.9
2022-08-15 10:15:00,569.5,0,1.21,22.2
2022-08-15 10:30:00,634.1,0,1.06,22.8
2022-08-15 10:45:00,644.5,0,0.98,23.1
2022-08-15 11:00:00,605.3,0,0.85,23.4
2022-08-15 11:15:00,693.9,0,0.96,23.6
2022-08-15 11:30:00,732.3,0,0.95,24.3
2022-08-15 11:45:00,740.1,0,1.15,24.4
2022-08-15 12:00:00,704.1,0,1.1,24.7
2022-08-15 12:15:00,777.2,0,0.96,24.9
2022-08-15 12:30:00,852.3,0,1.08,25.2
2022-08-15 12:45:00,763.3,0,1.56,25.3
2022-08-15 13:00:00,752.6,0,1.19,25.4
2022-08-15 13:15:00,809.1,0,1.07,25.6
2022-08-15 13:30:00,817.5,0,1.4,25.6
2022-08-15 13:45:00,808.9,0,1.31,25.9
2022-08-15 14:00:00,794.3,0,1.15,26.2
2022-08-15 14:15:00,368.1,0,0.78,25.5
2022-08-15 14:30:00,168,0,1.23,22.9
2022-08-15 14:45:00,162.3,0,1.16,21.2
2022-08-15 15:00:00,141.7,0,1.03,21.3
2022-08-15 15:15:00,152.2,0,0.77,21.4
2022-08-15 15:30:00,166.2,0,0.79,21.5
2022-08-15 15:45:00,147.4,0,0.41,21.7
2022-08-15 16:00:00,226.5,0,0.45,21.9
2022-08-15 16:15:00,383.9,0,0.58,22.6
2022-08-15 16:30:00,297.9,0,0.65,23.2
2022-08-15 16:45:00,265.9,0,0.45,23.5
2022-08-15 17:00:00,238.3,0,0.63,23.6
2022-08-15 17:15:00,204.5,0,0.56,23.2
2022-08-15 17:30:00,186,0,0.52,23.1
2022-08-15 17:45:00,139.8,0,0.52,23.1
2022-08-15 18:00:00,109.6,0,0.45,22.8
2022-08-15 18:15:00,179.2,0,0.51,22.4
2022-08-15 18:30:00,172.7,0,0.69,22.5
2022-08-15 18:45:00,135.4,0,0.65,22.2
2022-08-15 19:00:00,77.8,0,0.75,21.7
2022-08-15 19:15:00,46.8,0,0.57,21.1
2022-08-15 19:30:00,32.5,0,0.33,20.2
2022-08-15 19:45:00,20.8,0,0.41,20
2022-08-15 20:00:00,8.9,0,0.46,19.6
2022-08-15 20:15:00,1.9,0,0.54,19.6
2022-08-15 20:30:00,0,0,0.37,19.2
2022-08-15 20:45:00,0,0,0.33,18.8
2022-08-15 21:00:00,0,0,0.38,18.6
2022-08-15 21:15:00,0,0,0.51,18.6
2022-08-15 21:30:00,0,0,0.68,18.3
2022-08-15 21:45:00,0,0,0.38,18
2022-08-15 22:00:00,0,0,0.5,17.9
2022-08-15 22:15:00,0,0,0.58,17.7
2022-08-15 22:30:00,0,0,0.71,17.3
2022-08-15 22:45:00,0,0,0.53,16.8
2022-08-15 23:00:00,0,0,0.65,16.5
2022-08-15 23:15:00,0,0,0.36,16.4
2022-08-15 23:30:00,0,0,0.8,15.9
2022-08-15 23:45:00,0,0,0.53,15.8
2022-08-16 00:00:00,0,0,0.62,15.7
2022-08-16 00:15:00,0,0,0.81,15.8
2022-08-16 00:30:00,0,0,0.53,15.7
2022-08-16 00:45:00,0,0,0.88,16
2022-08-16 01:00:00,0,0,0.71,16.1
2022-08-16 01:15:00,0,0,0.55,16.4
2022-08-16 01:30:00,0,0,1.18,15.7
2022-08-16 01:45:00,0,0,1.07,15.4
2022-08-16 02:00:00,0,0,1.29,15.6
2022-08-16 02:15:00,0,0,0.63,15.6
2022-08-16 02:30:00,0,0,0.27,15.5
2022-08-16 02:45:00,0,0,0.3,15.4
2022-08-16 03:00:00,0,0,0.44,15.2
2022-08-16 03:15:00,0,0,0.47,15.3
2022-08-16 03:30:00,0,0,0.45,15.2
2022-08-16 03:45:00,0,0,0.25,15.1
2022-08-16 04:00:00,0,0,0.31,15
2022-08-16 04:15:00,0,0,0.4,14.8
2022-08-16 04:30:00,0,0,0.59,14.7
2022-08-16 04:45:00,0,0,0.38,14.4
2022-08-16 05:00:00,0,0,0.63,14.1
2022-08-16 05:15:00,0,0,0.38,14.2
2022-08-16 05:30:00,0,0,0.58,14.6
2022-08-16 05:45:00,0,0,0.35,14.8
2022-08-16 06:00:00,0.4,0,0.44,15.1
2022-08-16 06:15:00,4.1,0,0.29,15
2022-08-16 06:30:00,15.9,0,0.42,15.2
2022-08-16 06:45:00,35.3,0,0.36,15.3
2022-08-16 07:00:00,53.7,0,0.38,15.6
2022-08-16 07:15:00,78.8,0,0.63,16.3
2022-08-16 07:30:00,87.9,0,0.41,16.8
2022-08-16 07:45:00,141.3,0,0.85,17.4
2022-08-16 08:00:00,188,0,0.74,17.8
2022-08-16 08:15:00,237.5,0,1.03,18.4
2022-08-16 08:30:00,229.9,0,0.99,19
2022-08-16 08:45:00,283.4,0,1.1,19.3
2022-08-16 09:00:00,394.8,0,1.06,19.9
2022-08-16 09:15:00,418.3,0,0.93,20.5
2022-08-16 09:30:00,441.1,0,1.19,20.6
2022-08-16 09:45:00,528.7,0,1.08,21.1
2022-08-16 10:00:00,382.1,0,0.97,21
2022-08-16 10:15:00,526.9,0,0.91,21.6
2022-08-16 10:30:00,699.6,0,1.44,22.8
2022-08-16 10:45:00,824.5,0,1.85,23.5
2022-08-16 11:00:00,726.2,0,1.68,24
2022-08-16 11:15:00,525.1,0,1.6,23.4
2022-08-16 11:30:00,579.1,0,1.96,23.3
2022-08-16 11:45:00,358.1,0,1.57,22.6
2022-08-16 12:00:00,617.5,0,1.65,23.2
2022-08-16 12:15:00,564.3,0,1.69,23.2
2022-08-16 12:30:00,416.7,0,1.52,22.8
2022-08-16 12:45:00,400.5,0,1.12,23.1
2022-08-16 13:00:00,422.3,0,1.07,23.3
2022-08-16 13:15:00,587.5,0,0.95,23.9
2022-08-16 13:30:00,865.5,0,1.96,25.9
2022-08-16 13:45:00,760.1,0,1.99,25.8
2022-08-16 14:00:00,757.1,0,2.03,26.2
2022-08-16 14:15:00,680.7,0,2.15,26.2
2022-08-16 14:30:00,656.6,0,2.13,26.6
2022-08-16 14:45:00,669.6,0,2.08,26.6
2022-08-16 15:00:00,619.6,0,1.7,26.4
2022-08-16 15:15:00,747.1,0,1.9,27
2022-08-16 15:30:00,749.6,0,2.1,27.1
2022-08-16 15:45:00,697.3,0,1.82,27.4
2022-08-16 16:00:00,684.3,0,2.02,27.2
2022-08-16 16:15:00,616.4,0,1.71,27.3
2022-08-16 16:30:00,360.9,0,1.57,25.4
2022-08-16 16:45:00,346.7,0,1.13,25
2022-08-16 17:00:00,193.9,0,0.93,24.4
2022-08-16 17:15:00,122.4,0,0.64,23.4
2022-08-16 17:30:00,111,0,0.47,22.8
2022-08-16 17:45:00,185.2,0,0.53,22.9
2022-08-16 18:00:00,191.5,0,0.53,23.3
2022-08-16 18:15:00,228.9,0,0.47,23.8
2022-08-16 18:30:00,143.5,0,0.44,24.2
2022-08-16 18:45:00,167.7,0,0.32,24.2
2022-08-16 19:00:00,143.8,0,0.47,24.2
2022-08-16 19:15:00,97,0,0.59,23.7
2022-08-16 19:30:00,26.8,0,0.78,22.9
2022-08-16 19:45:00,15.3,0,0.69,22.2
2022-08-16 20:00:00,7.3,0,0.36,21.7
2022-08-16 20:15:00,1.1,0,0.56,21.3
2022-08-16 20:30:00,0,0,0.53,21.1
2022-08-16 20:45:00,0,0,0.46,20.5
2022-08-16 21:00:00,0,0,0.69,20.6
2022-08-16 21:15:00,0,0,0.49,20.2
2022-08-16 21:30:00,0,0,0.76,20.1
2022-08-16 21:45:00,0,0,1.39,20.2
2022-08-16 22:00:00,0,0.63,1.18,20.1
2022-08-16 22:15:00,0,0.357,0.9,18
2022-08-16 22:30:00,0,0.034,0.89,17.6
2022-08-16 22:45:00,0,0,1.04,17
2022-08-16 23:00:00,0,0,0.78,16.9
2022-08-16 23:15:00,0,0,0.36,16.7
2022-08-16 23:30:00,0,0,0.42,16.6
2022-08-16 23:45:00,0,0,0.63,16.4
2022-08-17 00:00:00,0,0,0.46,16.3
2022-08-17 00:15:00,0,0,0.76,16.4
2022-08-17 00:15:00,#N/A,#N/A,#N/A,#N/A
2022-08-17 00:30:00,0,0,0.78,16.6
2022-08-17 00:45:00,0,0,0.32,16.4
2022-08-17 01:00:00,0,0,0.69,16.2
2022-08-17 01:15:00,0,0.017,0.55,16
2022-08-17 01:30:00,0,0,0.48,15.9
2022-08-17 01:45:00,0,0,0.45,15.8
2022-08-17 02:00:00,0,0,0.59,15.8
2022-08-17 02:15:00,0,0,0.45,15.8
2022-08-17 02:30:00,0,0,0.42,15.8
2022-08-17 02:45:00,0,0,0.9,15.8
2022-08-17 03:00:00,0,0,0.46,15.8
2022-08-17 03:15:00,0,0,0.54,15.8
2022-08-17 03:30:00,0,0,0.37,15.8
2022-08-17 03:45:00,0,0.017,0.42,15.7
